,STATE_NAME,DISTRICT_NAME,BLOCK_NAME,HABITATION_NAME,HAB_CODE,MASTER_FACILITY_DESC,ADDRESS,FILE_UPLOAD_DATE,MASTER_FACILITY_CATEGORY_NAME,SUB_CATEGORY,LATITUDE,LONGITUDE
531,Pondicherry,Karaikal,karaikal,Sethur,1389100,Puduvai barathiar  kirama Bank,sethur,17-Aug-21,Transport/Admin,Bank,10.93957839,79.74332375
532,Pondicherry,Karaikal,karaikal,Sethur,1389100,petrol  Bunk,sethur,17-Aug-21,Transport/Admin,Fuel Station,10.93561705,79.74855761
533,Pondicherry,Karaikal,karaikal,T.R.Pattinam South,1389127,ITI for Men,TR Pattinam,20-Aug-21,Education ,ITI,10.86837065,79.82573765
534,Pondicherry,Karaikal,karaikal,T.R.Pattinam South,1389127,Primary  health centre,TR pattinam,20-Aug-21,Medical ,Primary Health Centre,10.86834666,79.82999516
535,Pondicherry,Karaikal,karaikal,T.R.Pattinam South,1389127,Bus stop Mudaliar  Theru,TR Pattinam,20-Aug-21,Transport/Admin,Bus Stand,10.8692079,79.8301064
536,Pondicherry,Karaikal,karaikal,Edatheru,1389132,Grama  panchayat  office,Edatheru  T R pattinam,22-Aug-21,Transport/Admin,Panchayat Headquarter,10.8680187,79.83798556
537,Pondicherry,Karaikal,karaikal,Edatheru,1389132,Govt primary school,Edatheru. Kezaiyur  south,22-Aug-21,Education ,High School - General,10.86544633,79.83730853
538,Pondicherry,Karaikal,karaikal,Keezhavanjure,1389136,Petrol  bunk  HP,Keezhavanjore,20-Aug-21,Transport/Admin,Fuel Station,10.84544892,79.83115765
539,Pondicherry,Karaikal,karaikal,Keezhavanjure,1389136,Bus stop  near  Petrol  bunk,kezhavanjore,20-Aug-21,Transport/Admin,Bus Stand,10.83782198,79.83267014
540,Pondicherry,Karaikal,karaikal,Keezhavanjure,1389136,Vetinary  hospital Key  Unit,kezhavanjure,20-Aug-21,Medical ,Veterinary Hospital,10.83814399,79.83795262
